val_loss,avg_val_loss,epoch,step
1.4584482908248901,1.5137107372283936,0,3
1.3548613786697388,1.4607609510421753,1,7
1.2586028575897217,1.4102214574813843,2,11
1.1691746711730957,1.3620120286941528,3,15
1.0871621370315552,1.3162037134170532,4,19
1.0120716094970703,1.2727563381195068,5,23
0.9436869621276855,1.2316226959228516,6,27
0.8812710046768188,1.1926946640014648,7,31
0.8244264721870422,1.1558678150177002,8,35
0.772520124912262,1.1210180521011353,9,39
0.7249014973640442,1.0880084037780762,10,43
0.6814551949501038,1.0567350387573242,11,47
0.6414247155189514,1.0270700454711914,12,51
0.6046383380889893,0.9989079236984253,13,55
0.5710180997848511,0.9721648097038269,14,59
0.540223240852356,0.9467564821243286,15,63
0.5121874809265137,0.9226137399673462,16,67
0.4866117238998413,0.8996662497520447,17,71
0.46350765228271484,0.8778583407402039,18,75
0.4426715672016144,0.8571351766586304,19,79
0.42380326986312866,0.8374382257461548,20,83
0.4069431722164154,0.8187210559844971,21,87
0.3919045627117157,0.8009370565414429,22,91
0.37835633754730225,0.7840338349342346,23,95
0.36634787917137146,0.7679689526557922,24,99
0.3556499481201172,0.7526978850364685,25,103
0.3461858928203583,0.738179624080658,26,107
0.33789941668510437,0.7243768572807312,27,111
0.3306293189525604,0.7112519145011902,28,115
0.32425954937934875,0.6987683176994324,29,119
0.318662166595459,0.6868900060653687,30,123
0.3137938678264618,0.675584077835083,31,127
0.30956536531448364,0.6648187637329102,32,131
0.30592629313468933,0.6545647382736206,33,135
0.3027835488319397,0.6447930335998535,34,139
0.300054132938385,0.635475754737854,35,143
0.29777029156684875,0.626588761806488,36,147
0.2957916855812073,0.6181067824363708,37,151
0.2940808832645416,0.6100061535835266,38,155
0.2926316559314728,0.6022652983665466,39,159
0.2914269268512726,0.5948643684387207,40,163
0.29038962721824646,0.5877835750579834,41,167
0.28953665494918823,0.5810052156448364,42,171
0.2888154685497284,0.5745121240615845,43,175
0.28820088505744934,0.5682879686355591,44,179
0.28767699003219604,0.5623175501823425,45,183
0.2872678339481354,0.5565873384475708,46,187
0.28691813349723816,0.5510838627815247,47,191
0.2866150140762329,0.5457944869995117,48,195
0.2863816022872925,0.5407079458236694,49,199
0.28618496656417847,0.5358132719993591,50,203
0.2860121428966522,0.5311000943183899,51,207
0.2858680188655853,0.5265587568283081,52,211
0.2857409119606018,0.5221801996231079,53,215
0.2856437563896179,0.5179563760757446,54,219
0.28557682037353516,0.5138795375823975,55,223
0.2855270504951477,0.5099424123764038,56,227
0.28548339009284973,0.506138026714325,57,231
0.28543615341186523,0.5024596452713013,58,235
0.28540223836898804,0.4989013373851776,59,239
0.2853715419769287,0.49545732140541077,60,243
0.28534257411956787,0.49212217330932617,61,247
0.28532373905181885,0.48889094591140747,62,251
0.28531041741371155,0.4857589304447174,63,255
0.2852950990200043,0.48272159695625305,64,259
0.28528401255607605,0.4797747731208801,65,263
0.28526487946510315,0.47691431641578674,66,267
0.2852436900138855,0.47413650155067444,67,271
0.2852485477924347,0.47143808007240295,68,275
0.2852364182472229,0.46881553530693054,69,279
0.2852277159690857,0.4662657082080841,70,283
0.2852303683757782,0.4637857675552368,71,287
0.285225510597229,0.4613727927207947,72,291
0.2852186858654022,0.4590240716934204,73,295
0.2852284014225006,0.4567372798919678,74,299
0.2852233648300171,0.45450982451438904,75,303
0.28522682189941406,0.4523395299911499,76,307
0.28522440791130066,0.4502241611480713,77,311
0.285216361284256,0.4481615424156189,78,315
0.28521963953971863,0.44614991545677185,79,319
0.2852103114128113,0.4441872537136078,80,323
0.2852104902267456,0.4422718584537506,81,327
0.28520068526268005,0.44040197134017944,82,331
0.28520461916923523,0.4385761320590973,83,335
0.2852058708667755,0.4367927610874176,84,339
0.28521108627319336,0.43505042791366577,85,343
0.2852037250995636,0.4333476126194,86,347
0.2852143347263336,0.431683212518692,87,351
0.2852231562137604,0.4300558865070343,88,355
0.2852144241333008,0.42846420407295227,89,359
0.2852028012275696,0.4269070327281952,90,363
0.2852016091346741,0.4253832995891571,91,367
0.28520864248275757,0.423892080783844,92,371
0.28521138429641724,0.4224322736263275,93,375
0.28521260619163513,0.42100292444229126,94,379
0.2852119207382202,0.41960301995277405,95,383
0.2852080464363098,0.41823163628578186,96,387
0.28520888090133667,0.41688796877861023,97,391
0.2852212190628052,0.41557130217552185,98,395
0.2852354049682617,0.41428083181381226,99,399
