val_loss,avg_val_loss,epoch,step
0.00035417728940956295,0.0003639575734268874,0,3
0.00033533445093780756,0.0003544165228959173,1,7
0.0003172622818965465,0.0003451279771979898,2,11
0.00030003944993950427,0.0003361102717462927,3,15
0.000283573754131794,0.0003273541806265712,4,19
0.0002679233148228377,0.00031886406941339374,5,23
0.00025305309100076556,0.0003106376971118152,6,27
0.0002389718865742907,0.00030267483089119196,7,31
0.00022568322310689837,0.0002949756453745067,8,35
0.00021318082872312516,0.00028753976221196353,9,39
0.00020134137594141066,0.0002803565585054457,10,43
0.00019025936489924788,0.0002734260051511228,11,47
0.0001797957083908841,0.00026673811953514814,12,51
0.0001699814310995862,0.00026028769207186997,13,55
0.00016078351472970098,0.0002540686691645533,14,59
0.00015212380094453692,0.0002480719122104347,15,63
0.0001440222840756178,0.00024229138216469437,16,67
0.0001364147028652951,0.00023671892995480448,17,71
0.00012924949987791479,0.00023134544608183205,18,75
0.00012253978638909757,0.00022616423666477203,19,79
0.00011623247701209038,0.00022116732725407928,20,83
0.00011030957102775574,0.00021634742734022439,21,87
0.00010473511065356433,0.00021169691171962768,22,91
9.949140076059848e-05,0.00020720869360957295,23,95
9.459285502089188e-05,0.00020287731604184955,24,99
8.99647202459164e-05,0.00019869537209160626,25,103
8.563027222407982e-05,0.00019465733203105628,26,107
8.154195529641584e-05,0.00019075680756941438,27,111
7.771871605655178e-05,0.00018698886560741812,28,115
7.41396943340078e-05,0.0001833485730458051,29,119
