val_loss,avg_val_loss,epoch,step
5.201479434967041,5.404471397399902,0,3
4.818785667419434,5.209242820739746,1,7
4.458950519561768,5.021669864654541,2,11
4.123964309692383,4.842128753662109,3,15
3.8125317096710205,4.670529365539551,4,19
3.5252137184143066,4.506912708282471,5,23
3.2622830867767334,4.351334095001221,6,27
3.022209882736206,4.203653335571289,7,31
2.804502010345459,4.0637383460998535,8,35
2.6065945625305176,3.9312708377838135,9,39
2.4280643463134766,3.8060035705566406,10,43
2.2673799991607666,3.687647819519043,11,47
2.122307300567627,3.5758378505706787,12,51
1.9913585186004639,3.4702060222625732,13,55
1.873816967010498,3.370431661605835,14,59
1.768202543258667,3.2761828899383545,15,63
1.6727721691131592,3.1871044635772705,16,67
1.586635947227478,3.1028692722320557,17,71
1.5091887712478638,3.0231852531433105,18,75
1.4396530389785767,2.9477789402008057,19,79
1.3776217699050903,2.876408100128174,20,83
1.3215556144714355,2.8088059425354004,21,87
1.2716763019561768,2.7447588443756104,22,91
1.2273632287979126,2.684062957763672,23,95
1.1877777576446533,2.6265134811401367,24,99
1.1525887250900269,2.5719237327575684,25,103
1.1216198205947876,2.520127296447754,26,107
1.094180703163147,2.470956563949585,27,111
1.0701664686203003,2.4242637157440186,28,115
1.049217939376831,2.3799073696136475,29,119
1.0309475660324097,2.337752342224121,30,123
1.0150636434555054,2.297670841217041,31,127
1.001226544380188,2.25954008102417,32,131
0.9894606471061707,2.223252058029175,33,135
0.9794203639030457,2.1887011528015137,34,139
0.9708942770957947,2.155787467956543,35,143
0.9635077118873596,2.1244118213653564,36,147
0.9572610259056091,2.094484806060791,37,151
0.9519563317298889,2.0659215450286865,38,155
0.9474820494651794,2.038642644882202,39,159
