val_loss,avg_val_loss,epoch,step
1.2383540868759155,1.294776439666748,0,3
1.1324602365493774,1.2406710386276245,1,7
1.0338459014892578,1.18896484375,2,11
0.9426774978637695,1.139707326889038,3,15
0.8590845465660095,1.0929368734359741,4,19
0.7830086946487427,1.048661470413208,5,23
0.7143756747245789,1.00687575340271,6,27
0.6529357433319092,0.9675490260124207,7,31
0.5983632802963257,0.9306304454803467,8,35
0.5502720475196838,0.8960524201393127,9,39
0.5082263946533203,0.8637335896492004,10,43
0.4716825783252716,0.8335758447647095,11,47
0.4402599632740021,0.8054818511009216,12,51
0.4133356511592865,0.7793387174606323,13,55
0.39048001170158386,0.7550351023674011,14,59
0.37118595838546753,0.7324557304382324,15,63
0.3549831211566925,0.7114850282669067,16,67
0.3415423035621643,0.6920143365859985,17,71
0.33042773604393005,0.6739349961280823,18,75
0.32127705216407776,0.6571418046951294,19,79
0.3138323426246643,0.6415368318557739,20,83
0.3077371120452881,0.6270237565040588,21,87
0.30291464924812317,0.6135192513465881,22,91
0.2990255355834961,0.6009394526481628,23,95
0.295867383480072,0.5892059206962585,24,99
0.29342591762542725,0.5782511234283447,25,103
0.291475385427475,0.5680091381072998,26,107
0.29000285267829895,0.5584226846694946,27,111
0.2888229489326477,0.5494360327720642,28,115
0.2879091203212738,0.540999710559845,29,119
0.2872348427772522,0.5330695509910583,30,123
0.2867138981819153,0.525604248046875,31,127
0.28631630539894104,0.518566370010376,32,131
0.2860223054885864,0.5119222402572632,33,135
0.28582850098609924,0.5056418180465698,34,139
0.2856736183166504,0.4996967613697052,35,143
0.28556185960769653,0.4940616190433502,36,147
0.28549376130104065,0.48871374130249023,37,151
0.2854299545288086,0.4836316406726837,38,155
0.28539150953292847,0.47879651188850403,39,159
0.28536728024482727,0.4741910696029663,40,163
0.2853549122810364,0.4697995185852051,41,167
0.285341739654541,0.46560728549957275,42,171
0.28533488512039185,0.46160125732421875,43,175
0.2853311598300934,0.4577692747116089,44,179
0.2853339612483978,0.45410045981407166,45,183
0.28533482551574707,0.4505845010280609,46,187
0.2853391766548157,0.4472121596336365,47,191
0.2853420078754425,0.44397473335266113,48,195
0.2853415906429291,0.44086429476737976,49,199
0.2853464186191559,0.43787357211112976,50,203
0.28534775972366333,0.43499571084976196,51,207
0.2853466272354126,0.43222442269325256,52,211
0.2853465974330902,0.42955392599105835,53,215
0.28534743189811707,0.42697882652282715,54,219
0.285347044467926,0.42449405789375305,55,223
0.2853466272354126,0.4220949411392212,56,227
0.2853466868400574,0.41977718472480774,57,231
0.28534823656082153,0.4175367057323456,58,235
0.2853492200374603,0.4153696894645691,59,239
0.2853498160839081,0.41327258944511414,60,243
0.28535011410713196,0.4112420976161957,61,247
0.285350501537323,0.40927502512931824,62,251
0.2853500247001648,0.4073684811592102,63,255
0.28535187244415283,0.4055197536945343,64,259
0.2853505611419678,0.403726190328598,65,263
0.2853489816188812,0.4019853472709656,66,267
0.28534603118896484,0.4002949297428131,67,271
0.28534507751464844,0.3986527621746063,68,275
0.2853437066078186,0.3970568776130676,69,279
