val_loss,avg_val_loss,epoch,step
2.7842559814453125,2.7931876182556152,0,3
2.7664616107940674,2.7842788696289062,1,7
2.7487399578094482,2.7753942012786865,2,11
2.7311081886291504,2.7665369510650635,3,15
2.7135493755340576,2.7577056884765625,4,19
2.69606351852417,2.7488996982574463,5,23
2.678676128387451,2.740121841430664,6,27
2.661374568939209,2.731372117996216,7,31
2.644158124923706,2.7226507663726807,8,35
2.6270358562469482,2.713958501815796,9,39
2.6100080013275146,2.7052958011627197,10,43
2.593076467514038,2.6966636180877686,11,47
2.5762274265289307,2.688060998916626,12,51
2.5594701766967773,2.67948842048645,13,55
2.5428199768066406,2.6709465980529785,14,59
2.526247501373291,2.6624348163604736,15,63
2.509777307510376,2.653953790664673,16,67
2.493394136428833,2.645503282546997,17,71
2.4771063327789307,2.6370835304260254,18,75
2.460902214050293,2.6286938190460205,19,79
2.444800615310669,2.620335102081299,20,83
2.428764581680298,2.6120059490203857,21,87
2.412832260131836,2.6037070751190186,22,91
2.3970096111297607,2.5954391956329346,23,95
2.381270408630371,2.5872018337249756,24,99
2.365628719329834,2.5789954662323,25,103
2.3500704765319824,2.570819616317749,26,107
2.3345956802368164,2.562674045562744,27,111
2.3192148208618164,2.554558753967285,28,115
2.303910255432129,2.546473264694214,29,119
2.2886998653411865,2.5384178161621094,30,123
2.2735676765441895,2.5303919315338135,31,127
2.2585480213165283,2.5223965644836426,32,131
2.2435972690582275,2.5144309997558594,33,135
2.2287423610687256,2.506495237350464,34,139
2.2139673233032227,2.498589038848877,35,143
2.199279546737671,2.4907124042510986,36,147
2.184685468673706,2.482865571975708,37,151
2.1701748371124268,2.475048303604126,38,155
2.1557421684265137,2.4672603607177734,39,159
2.141390562057495,2.4595015048980713,40,163
2.1271228790283203,2.4517717361450195,41,167
2.112938642501831,2.444071054458618,42,171
2.0988333225250244,2.436398983001709,43,175
2.084839105606079,2.4287564754486084,44,179
2.0709123611450195,2.421142816543579,45,183
2.057072162628174,2.413558006286621,46,187
2.043315887451172,2.4060020446777344,47,191
2.029639959335327,2.39847469329834,48,195
2.0160350799560547,2.3909759521484375,49,199
2.002516508102417,2.3835055828094482,50,203
1.9890905618667603,2.376063823699951,51,207
1.9757322072982788,2.368650197982788,52,211
1.9624576568603516,2.361264944076538,53,215
1.9492707252502441,2.353907823562622,54,219
1.9361642599105835,2.346579074859619,55,223
1.923128366470337,2.339278221130371,56,227
1.9101762771606445,2.332005262374878,57,231
1.8972967863082886,2.3247601985931396,58,235
1.8845151662826538,2.3175430297851562,59,239
1.8718050718307495,2.3103537559509277,60,243
1.859177827835083,2.303192138671875,61,247
1.8466137647628784,2.296058177947998,62,251
1.8341299295425415,2.2889516353607178,63,255
1.8217260837554932,2.281872272491455,64,259
1.8094042539596558,2.274820566177368,65,263
1.7971446514129639,2.267796039581299,66,267
1.7849730253219604,2.260798454284668,67,271
1.7728694677352905,2.2538280487060547,68,275
1.7608469724655151,2.24688458442688,69,279
